'global_time':0.02, 'head_vector_x':0, 'head_vector_y':0, 'head_vector_z':1
'global_time':17.51694, 'head_vector_x':-0.8507656, 'head_vector_y':0.3757185, 'head_vector_z':0.3674694
'global_time':17.52775, 'head_vector_x':-0.8468536, 'head_vector_y':0.3718072, 'head_vector_z':0.3802612
'global_time':17.53855, 'head_vector_x':-0.8425135, 'head_vector_y':0.3679634, 'head_vector_z':0.3934134
'global_time':17.5502, 'head_vector_x':-0.8374423, 'head_vector_y':0.3641611, 'head_vector_z':0.4075258
'global_time':17.56024, 'head_vector_x':-0.8316262, 'head_vector_y':0.3602113, 'head_vector_z':0.4226649
'global_time':17.57159, 'head_vector_x':-0.8249492, 'head_vector_y':0.3563387, 'head_vector_z':0.4387271
'global_time':17.58236, 'head_vector_x':-0.8175268, 'head_vector_y':0.3525021, 'head_vector_z':0.4554036
'global_time':17.59332, 'head_vector_x':-0.8098179, 'head_vector_y':0.3491211, 'head_vector_z':0.4714971
'global_time':17.60471, 'head_vector_x':-0.8013223, 'head_vector_y':0.3461303, 'head_vector_z':0.4879307
'global_time':17.61583, 'head_vector_x':-0.7923574, 'head_vector_y':0.3434976, 'head_vector_z':0.5041617
'global_time':17.62691, 'head_vector_x':-0.7831868, 'head_vector_y':0.3413914, 'head_vector_z':0.5196829
'global_time':17.63795, 'head_vector_x':-0.7737999, 'head_vector_y':0.3395803, 'head_vector_z':0.5347139
'global_time':17.6491, 'head_vector_x':-0.7644463, 'head_vector_y':0.3377858, 'head_vector_z':0.5491108
'global_time':17.66031, 'head_vector_x':-0.7549627, 'head_vector_y':0.3357414, 'head_vector_z':0.5633019
'global_time':17.67194, 'head_vector_x':-0.7454386, 'head_vector_y':0.3332916, 'head_vector_z':0.5772677
'global_time':17.68299, 'head_vector_x':-0.7359888, 'head_vector_y':0.3304296, 'head_vector_z':0.5908781
'global_time':17.6933, 'head_vector_x':-0.726365, 'head_vector_y':0.3273393, 'head_vector_z':0.6043532
'global_time':17.70442, 'head_vector_x':-0.7170708, 'head_vector_y':0.3239515, 'head_vector_z':0.6171427
'global_time':17.71578, 'head_vector_x':-0.7076198, 'head_vector_y':0.321171, 'head_vector_z':0.6293834
'global_time':17.72694, 'head_vector_x':-0.6980137, 'head_vector_y':0.3187179, 'head_vector_z':0.6412455
'global_time':17.73809, 'head_vector_x':-0.6885341, 'head_vector_y':0.3172756, 'head_vector_z':0.6521174
'global_time':17.74916, 'head_vector_x':-0.6788141, 'head_vector_y':0.3168471, 'head_vector_z':0.6624345
'global_time':17.76028, 'head_vector_x':-0.6691076, 'head_vector_y':0.3166392, 'head_vector_z':0.6723353
'global_time':17.77149, 'head_vector_x':-0.6590213, 'head_vector_y':0.3169965, 'head_vector_z':0.6820588
'global_time':17.78263, 'head_vector_x':-0.6485675, 'head_vector_y':0.3174336, 'head_vector_z':0.6918064
'global_time':17.79375, 'head_vector_x':-0.6379051, 'head_vector_y':0.3181529, 'head_vector_z':0.7013243
'global_time':17.80586, 'head_vector_x':-0.6271592, 'head_vector_y':0.3184723, 'head_vector_z':0.7108071
'global_time':17.81763, 'head_vector_x':-0.6164045, 'head_vector_y':0.3190592, 'head_vector_z':0.7198936
'global_time':17.82852, 'head_vector_x':-0.6054946, 'head_vector_y':0.3196464, 'head_vector_z':0.7288364
'global_time':17.83905, 'head_vector_x':-0.5945377, 'head_vector_y':0.3206412, 'head_vector_z':0.7373697
'global_time':17.84991, 'head_vector_x':-0.5834548, 'head_vector_y':0.3217957, 'head_vector_z':0.7456729
'global_time':17.86082, 'head_vector_x':-0.5722282, 'head_vector_y':0.3232057, 'head_vector_z':0.7537194
'global_time':17.87211, 'head_vector_x':-0.5611096, 'head_vector_y':0.3241503, 'head_vector_z':0.7616315
'global_time':17.88351, 'head_vector_x':-0.5498646, 'head_vector_y':0.3248308, 'head_vector_z':0.7695023
'global_time':17.89378, 'head_vector_x':-0.5391215, 'head_vector_y':0.3252605, 'head_vector_z':0.7768871
'global_time':17.90844, 'head_vector_x':-0.5283266, 'head_vector_y':0.325692, 'head_vector_z':0.7840891
'global_time':17.91897, 'head_vector_x':-0.517655, 'head_vector_y':0.3263847, 'head_vector_z':0.7908896
'global_time':17.93093, 'head_vector_x':-0.5072633, 'head_vector_y':0.3269942, 'head_vector_z':0.7973448
'global_time':17.94238, 'head_vector_x':-0.4968066, 'head_vector_y':0.3272527, 'head_vector_z':0.8037966
'global_time':17.95416, 'head_vector_x':-0.4867264, 'head_vector_y':0.3274884, 'head_vector_z':0.809845
'global_time':17.96523, 'head_vector_x':-0.4767548, 'head_vector_y':0.3275735, 'head_vector_z':0.8157208
'global_time':17.97622, 'head_vector_x':-0.466978, 'head_vector_y':0.327525, 'head_vector_z':0.8213762
'global_time':17.98686, 'head_vector_x':-0.4571684, 'head_vector_y':0.3274954, 'head_vector_z':0.826888
'global_time':17.99607, 'head_vector_x':-0.4476575, 'head_vector_y':0.3277495, 'head_vector_z':0.8319754
'global_time':18.00854, 'head_vector_x':-0.4381198, 'head_vector_y':0.3279235, 'head_vector_z':0.8369691
'global_time':18.01845, 'head_vector_x':-0.4285116, 'head_vector_y':0.3279912, 'head_vector_z':0.8419024
'global_time':18.02905, 'head_vector_x':-0.4188279, 'head_vector_y':0.3278563, 'head_vector_z':0.8468137
'global_time':18.04014, 'head_vector_x':-0.4091134, 'head_vector_y':0.327727, 'head_vector_z':0.8515992
'global_time':18.05072, 'head_vector_x':-0.3992625, 'head_vector_y':0.3271632, 'head_vector_z':0.8564775
'global_time':18.06138, 'head_vector_x':-0.3894873, 'head_vector_y':0.326475, 'head_vector_z':0.861228
'global_time':18.0736, 'head_vector_x':-0.3801746, 'head_vector_y':0.3258489, 'head_vector_z':0.8656152
'global_time':18.0848, 'head_vector_x':-0.3707879, 'head_vector_y':0.3252985, 'head_vector_z':0.8698834
'global_time':18.09733, 'head_vector_x':-0.3617527, 'head_vector_y':0.3244914, 'head_vector_z':0.8739796
'global_time':18.1084, 'head_vector_x':-0.3526449, 'head_vector_y':0.323726, 'head_vector_z':0.8779767
'global_time':18.11987, 'head_vector_x':-0.3433558, 'head_vector_y':0.3227638, 'head_vector_z':0.8820036
'global_time':18.13141, 'head_vector_x':-0.3343099, 'head_vector_y':0.3213553, 'head_vector_z':0.885984
'global_time':18.1431, 'head_vector_x':-0.3251832, 'head_vector_y':0.3201052, 'head_vector_z':0.889825
'global_time':18.15529, 'head_vector_x':-0.3077167, 'head_vector_y':0.3162947, 'head_vector_z':0.8973674
'global_time':18.16627, 'head_vector_x':-0.2993854, 'head_vector_y':0.3142213, 'head_vector_z':0.900907
'global_time':18.17719, 'head_vector_x':-0.2905053, 'head_vector_y':0.312401, 'head_vector_z':0.9044403
'global_time':18.18865, 'head_vector_x':-0.2816389, 'head_vector_y':0.3101355, 'head_vector_z':0.9080173
'global_time':18.2, 'head_vector_x':-0.2720507, 'head_vector_y':0.3080643, 'head_vector_z':0.9116385
'global_time':18.21127, 'head_vector_x':-0.262494, 'head_vector_y':0.3059733, 'head_vector_z':0.9151378
'global_time':18.22262, 'head_vector_x':-0.2526355, 'head_vector_y':0.303863, 'head_vector_z':0.918609
'global_time':18.23324, 'head_vector_x':-0.2429413, 'head_vector_y':0.3016716, 'head_vector_z':0.9219402
'global_time':18.24408, 'head_vector_x':-0.2331385, 'head_vector_y':0.2996627, 'head_vector_z':0.9251209
'global_time':18.25519, 'head_vector_x':-0.223566, 'head_vector_y':0.2972544, 'head_vector_z':0.9282554
'global_time':18.26645, 'head_vector_x':-0.2141156, 'head_vector_y':0.2950118, 'head_vector_z':0.9311941
'global_time':18.27734, 'head_vector_x':-0.2053055, 'head_vector_y':0.2927725, 'head_vector_z':0.9338811
'global_time':18.28881, 'head_vector_x':-0.1965739, 'head_vector_y':0.2906874, 'head_vector_z':0.9364078
'global_time':18.29996, 'head_vector_x':-0.1884326, 'head_vector_y':0.2890324, 'head_vector_z':0.9385912
'global_time':18.31068, 'head_vector_x':-0.1805411, 'head_vector_y':0.2876039, 'head_vector_z':0.9405791
'global_time':18.32209, 'head_vector_x':-0.1736469, 'head_vector_y':0.2867259, 'head_vector_z':0.9421439
'global_time':18.33301, 'head_vector_x':-0.1675377, 'head_vector_y':0.2861549, 'head_vector_z':0.9434227
'global_time':18.34405, 'head_vector_x':-0.161833, 'head_vector_y':0.2862869, 'head_vector_z':0.9443781
'global_time':18.35505, 'head_vector_x':-0.1567697, 'head_vector_y':0.2866258, 'head_vector_z':0.945129
'global_time':18.36644, 'head_vector_x':-0.1523604, 'head_vector_y':0.2874283, 'head_vector_z':0.9456063
'global_time':18.38, 'head_vector_x':-0.1490953, 'head_vector_y':0.2886078, 'head_vector_z':0.9457675
'global_time':18.39192, 'head_vector_x':-0.1462868, 'head_vector_y':0.2896344, 'head_vector_z':0.9458922
'global_time':18.40223, 'head_vector_x':-0.1444388, 'head_vector_y':0.2908086, 'head_vector_z':0.9458159
'global_time':18.41207, 'head_vector_x':-0.1436715, 'head_vector_y':0.2918224, 'head_vector_z':0.9456205
'global_time':18.42305, 'head_vector_x':-0.1434135, 'head_vector_y':0.2931302, 'head_vector_z':0.9452551
'global_time':18.43429, 'head_vector_x':-0.1440015, 'head_vector_y':0.2945202, 'head_vector_z':0.9447336
'global_time':18.44468, 'head_vector_x':-0.146032, 'head_vector_y':0.2962654, 'head_vector_z':0.9438758
'global_time':18.45542, 'head_vector_x':-0.1489279, 'head_vector_y':0.2978995, 'head_vector_z':0.9429085
'global_time':18.46682, 'head_vector_x':-0.1529997, 'head_vector_y':0.2996339, 'head_vector_z':0.9417062
'global_time':18.47724, 'head_vector_x':-0.1591238, 'head_vector_y':0.3018915, 'head_vector_z':0.9399687
'global_time':18.4888, 'head_vector_x':-0.1647276, 'head_vector_y':0.3039035, 'head_vector_z':0.9383536
'global_time':18.49983, 'head_vector_x':-0.1726528, 'head_vector_y':0.3058412, 'head_vector_z':0.9362971
'global_time':18.51068, 'head_vector_x':-0.1806348, 'head_vector_y':0.3070136, 'head_vector_z':0.9344056
'global_time':18.52244, 'head_vector_x':-0.1896178, 'head_vector_y':0.3077789, 'head_vector_z':0.9323719
'global_time':18.53291, 'head_vector_x':-0.1983969, 'head_vector_y':0.3085151, 'head_vector_z':0.9302995
'global_time':18.54393, 'head_vector_x':-0.2075827, 'head_vector_y':0.3087526, 'head_vector_z':0.928214
'global_time':18.55493, 'head_vector_x':-0.2165411, 'head_vector_y':0.3095084, 'head_vector_z':0.9259128
'global_time':18.56665, 'head_vector_x':-0.2251659, 'head_vector_y':0.3097524, 'head_vector_z':0.9237715
'global_time':18.57732, 'head_vector_x':-0.2337762, 'head_vector_y':0.3098184, 'head_vector_z':0.921608
'global_time':18.58838, 'head_vector_x':-0.2421131, 'head_vector_y':0.3096495, 'head_vector_z':0.9195099
'global_time':18.59951, 'head_vector_x':-0.2499454, 'head_vector_y':0.30974, 'head_vector_z':0.9173813
'global_time':18.611, 'head_vector_x':-0.2574601, 'head_vector_y':0.309454, 'head_vector_z':0.9153975
'global_time':18.62251, 'head_vector_x':-0.2646314, 'head_vector_y':0.3092867, 'head_vector_z':0.9134068
'global_time':18.63373, 'head_vector_x':-0.2712053, 'head_vector_y':0.3091584, 'head_vector_z':0.9115201
'global_time':18.64564, 'head_vector_x':-0.2776344, 'head_vector_y':0.3088389, 'head_vector_z':0.909691
'global_time':18.65681, 'head_vector_x':-0.2838567, 'head_vector_y':0.3085668, 'head_vector_z':0.9078612
'global_time':18.66991, 'head_vector_x':-0.2905632, 'head_vector_y':0.3088753, 'head_vector_z':0.9056318
'global_time':18.68472, 'head_vector_x':-0.2986313, 'head_vector_y':0.3100446, 'head_vector_z':0.9026028
'global_time':18.69405, 'head_vector_x':-0.3082925, 'head_vector_y':0.3120433, 'head_vector_z':0.8986571
'global_time':18.70428, 'head_vector_x':-0.3197411, 'head_vector_y':0.3142563, 'head_vector_z':0.8938729
'global_time':18.71504, 'head_vector_x':-0.3327258, 'head_vector_y':0.3167888, 'head_vector_z':0.8882221
'global_time':18.72645, 'head_vector_x':-0.3467292, 'head_vector_y':0.3189393, 'head_vector_z':0.8820752
'global_time':18.73697, 'head_vector_x':-0.3612325, 'head_vector_y':0.3209579, 'head_vector_z':0.8754982
'global_time':18.74836, 'head_vector_x':-0.3768671, 'head_vector_y':0.3232806, 'head_vector_z':0.8680212
'global_time':18.7592, 'head_vector_x':-0.3928954, 'head_vector_y':0.32609, 'head_vector_z':0.8598247
'global_time':18.77002, 'head_vector_x':-0.4096071, 'head_vector_y':0.3292895, 'head_vector_z':0.8507588
'global_time':18.78131, 'head_vector_x':-0.4276979, 'head_vector_y':0.3324579, 'head_vector_z':0.8405631
'global_time':18.7921, 'head_vector_x':-0.4457476, 'head_vector_y':0.3349026, 'head_vector_z':0.8301502
'global_time':18.80263, 'head_vector_x':-0.4639402, 'head_vector_y':0.33654, 'head_vector_z':0.8194513
'global_time':18.81381, 'head_vector_x':-0.4816502, 'head_vector_y':0.337722, 'head_vector_z':0.8086761
'global_time':18.82565, 'head_vector_x':-0.4993602, 'head_vector_y':0.3383145, 'head_vector_z':0.7976106
'global_time':18.83597, 'head_vector_x':-0.5165572, 'head_vector_y':0.3396208, 'head_vector_z':0.7860194
'global_time':18.84774, 'head_vector_x':-0.5336459, 'head_vector_y':0.3415799, 'head_vector_z':0.7736571
'global_time':18.85818, 'head_vector_x':-0.5500941, 'head_vector_y':0.3438615, 'head_vector_z':0.7610228
'global_time':18.86831, 'head_vector_x':-0.566227, 'head_vector_y':0.3458833, 'head_vector_z':0.7481656
'global_time':18.87927, 'head_vector_x':-0.5814937, 'head_vector_y':0.3479599, 'head_vector_z':0.7353836
'global_time':18.89054, 'head_vector_x':-0.5957842, 'head_vector_y':0.3496142, 'head_vector_z':0.7230567
'global_time':18.9042, 'head_vector_x':-0.6094359, 'head_vector_y':0.3511238, 'head_vector_z':0.7108446
