'global_time':0.02, 'head_vector_x':0, 'head_vector_y':0, 'head_vector_z':1
'global_time':6.371752, 'head_vector_x':-0.4405939, 'head_vector_y':0.2409497, 'head_vector_z':0.864766
'global_time':6.383062, 'head_vector_x':-0.4500689, 'head_vector_y':0.244305, 'head_vector_z':0.8589255
'global_time':6.394151, 'head_vector_x':-0.4597998, 'head_vector_y':0.2483363, 'head_vector_z':0.8525921
'global_time':6.405042, 'head_vector_x':-0.469907, 'head_vector_y':0.2524107, 'head_vector_z':0.8458583
'global_time':6.417441, 'head_vector_x':-0.4800514, 'head_vector_y':0.2562279, 'head_vector_z':0.8389862
'global_time':6.42883, 'head_vector_x':-0.4902747, 'head_vector_y':0.2596623, 'head_vector_z':0.8319893
'global_time':6.438737, 'head_vector_x':-0.5002187, 'head_vector_y':0.2626599, 'head_vector_z':0.8251006
'global_time':6.449542, 'head_vector_x':-0.5098568, 'head_vector_y':0.2660351, 'head_vector_z':0.8180901
'global_time':6.460762, 'head_vector_x':-0.5191442, 'head_vector_y':0.2703636, 'head_vector_z':0.8107976
'global_time':6.471778, 'head_vector_x':-0.5285789, 'head_vector_y':0.2750843, 'head_vector_z':0.8030772
'global_time':6.482927, 'head_vector_x':-0.5382999, 'head_vector_y':0.2806736, 'head_vector_z':0.7946418
'global_time':6.494063, 'head_vector_x':-0.5481645, 'head_vector_y':0.2862391, 'head_vector_z':0.7858644
'global_time':6.505101, 'head_vector_x':-0.5581213, 'head_vector_y':0.2907745, 'head_vector_z':0.7771428
'global_time':6.517581, 'head_vector_x':-0.5680559, 'head_vector_y':0.2944383, 'head_vector_z':0.7685171
'global_time':6.528333, 'head_vector_x':-0.5777765, 'head_vector_y':0.2970731, 'head_vector_z':0.7602117
'global_time':6.540396, 'head_vector_x':-0.5870343, 'head_vector_y':0.2998843, 'head_vector_z':0.7519708
'global_time':6.551632, 'head_vector_x':-0.5958724, 'head_vector_y':0.3020278, 'head_vector_z':0.7441205
'global_time':6.561905, 'head_vector_x':-0.6043655, 'head_vector_y':0.3043078, 'head_vector_z':0.7363009
'global_time':6.571875, 'head_vector_x':-0.6124827, 'head_vector_y':0.306977, 'head_vector_z':0.7284436
'global_time':6.58287, 'head_vector_x':-0.6202298, 'head_vector_y':0.3092428, 'head_vector_z':0.7208911
'global_time':6.593954, 'head_vector_x':-0.6276075, 'head_vector_y':0.3116079, 'head_vector_z':0.7134489
'global_time':6.604805, 'head_vector_x':-0.6348326, 'head_vector_y':0.313939, 'head_vector_z':0.7059957
'global_time':6.616157, 'head_vector_x':-0.6417361, 'head_vector_y':0.3163876, 'head_vector_z':0.6986226
'global_time':6.627191, 'head_vector_x':-0.648078, 'head_vector_y':0.3189665, 'head_vector_z':0.6915601
'global_time':6.638361, 'head_vector_x':-0.6543436, 'head_vector_y':0.3213846, 'head_vector_z':0.6845045
'global_time':6.64935, 'head_vector_x':-0.6603057, 'head_vector_y':0.3235749, 'head_vector_z':0.6777135
'global_time':6.660619, 'head_vector_x':-0.66575, 'head_vector_y':0.3250355, 'head_vector_z':0.6716613
'global_time':6.674272, 'head_vector_x':-0.6710382, 'head_vector_y':0.3259815, 'head_vector_z':0.6659158
'global_time':6.685286, 'head_vector_x':-0.6756612, 'head_vector_y':0.326835, 'head_vector_z':0.6608033
'global_time':6.694951, 'head_vector_x':-0.6801175, 'head_vector_y':0.3280545, 'head_vector_z':0.6556069
'global_time':6.706151, 'head_vector_x':-0.6837951, 'head_vector_y':0.3292518, 'head_vector_z':0.6511662
'global_time':6.717917, 'head_vector_x':-0.6874307, 'head_vector_y':0.3302407, 'head_vector_z':0.646823
'global_time':6.729327, 'head_vector_x':-0.6903639, 'head_vector_y':0.330664, 'head_vector_z':0.6434742
'global_time':6.741595, 'head_vector_x':-0.6926989, 'head_vector_y':0.331163, 'head_vector_z':0.6407022
'global_time':6.753416, 'head_vector_x':-0.6944788, 'head_vector_y':0.3310142, 'head_vector_z':0.6388495
'global_time':6.76491, 'head_vector_x':-0.6946149, 'head_vector_y':0.3303303, 'head_vector_z':0.6390556
'global_time':6.775572, 'head_vector_x':-0.6938815, 'head_vector_y':0.329308, 'head_vector_z':0.6403785
'global_time':6.78691, 'head_vector_x':-0.6915631, 'head_vector_y':0.3278108, 'head_vector_z':0.6436462
'global_time':6.797451, 'head_vector_x':-0.6879194, 'head_vector_y':0.3263879, 'head_vector_z':0.6482576
'global_time':6.809227, 'head_vector_x':-0.6824372, 'head_vector_y':0.3246597, 'head_vector_z':0.6548859
'global_time':6.820394, 'head_vector_x':-0.6761481, 'head_vector_y':0.3231278, 'head_vector_z':0.662127
'global_time':6.831677, 'head_vector_x':-0.668533, 'head_vector_y':0.3216666, 'head_vector_z':0.6705179
'global_time':6.843412, 'head_vector_x':-0.6594294, 'head_vector_y':0.3198734, 'head_vector_z':0.6803191
'global_time':6.854191, 'head_vector_x':-0.6497185, 'head_vector_y':0.3176349, 'head_vector_z':0.6906331
'global_time':6.865944, 'head_vector_x':-0.6389886, 'head_vector_y':0.3153859, 'head_vector_z':0.7015878
'global_time':6.877579, 'head_vector_x':-0.6274841, 'head_vector_y':0.3129502, 'head_vector_z':0.7129699
'global_time':6.888285, 'head_vector_x':-0.6152411, 'head_vector_y':0.3106506, 'head_vector_z':0.7245513
'global_time':6.8986, 'head_vector_x':-0.6026671, 'head_vector_y':0.3085366, 'head_vector_z':0.7359331
'global_time':6.909862, 'head_vector_x':-0.5895761, 'head_vector_y':0.3066294, 'head_vector_z':0.7472472
'global_time':6.920929, 'head_vector_x':-0.5759162, 'head_vector_y':0.3046882, 'head_vector_z':0.7586076
'global_time':6.932983, 'head_vector_x':-0.56193, 'head_vector_y':0.3026061, 'head_vector_z':0.7698469
'global_time':6.94385, 'head_vector_x':-0.5468547, 'head_vector_y':0.3007923, 'head_vector_z':0.7813284
'global_time':6.954299, 'head_vector_x':-0.5310653, 'head_vector_y':0.2987959, 'head_vector_z':0.7929001
'global_time':6.965336, 'head_vector_x':-0.5150329, 'head_vector_y':0.2967805, 'head_vector_z':0.8041533
'global_time':6.976332, 'head_vector_x':-0.4987773, 'head_vector_y':0.2951406, 'head_vector_z':0.8149314
'global_time':6.987652, 'head_vector_x':-0.4824094, 'head_vector_y':0.2941307, 'head_vector_z':0.8250868
'global_time':6.998906, 'head_vector_x':-0.4663981, 'head_vector_y':0.2938485, 'head_vector_z':0.8343416
'global_time':7.009951, 'head_vector_x':-0.4511144, 'head_vector_y':0.2936769, 'head_vector_z':0.8427632
'global_time':7.020951, 'head_vector_x':-0.4364658, 'head_vector_y':0.2930069, 'head_vector_z':0.850673
'global_time':7.033978, 'head_vector_x':-0.4220157, 'head_vector_y':0.2921082, 'head_vector_z':0.8582398
'global_time':7.046172, 'head_vector_x':-0.40808, 'head_vector_y':0.2902312, 'head_vector_z':0.8655846
'global_time':7.058457, 'head_vector_x':-0.3946322, 'head_vector_y':0.2873831, 'head_vector_z':0.8727407
'global_time':7.069791, 'head_vector_x':-0.3811313, 'head_vector_y':0.284135, 'head_vector_z':0.8797762
'global_time':7.079352, 'head_vector_x':-0.3676589, 'head_vector_y':0.2807992, 'head_vector_z':0.8865544
'global_time':7.090181, 'head_vector_x':-0.3544017, 'head_vector_y':0.2776461, 'head_vector_z':0.8929234
'global_time':7.101138, 'head_vector_x':-0.3411396, 'head_vector_y':0.2744738, 'head_vector_z':0.8990483
'global_time':7.111776, 'head_vector_x':-0.3273135, 'head_vector_y':0.2718191, 'head_vector_z':0.9049753
'global_time':7.120834, 'head_vector_x':-0.3125797, 'head_vector_y':0.2691649, 'head_vector_z':0.9109578
'global_time':7.130296, 'head_vector_x':-0.2966126, 'head_vector_y':0.2669975, 'head_vector_z':0.9169151
'global_time':7.142531, 'head_vector_x':-0.2799028, 'head_vector_y':0.2652483, 'head_vector_z':0.922658
'global_time':7.152913, 'head_vector_x':-0.2626272, 'head_vector_y':0.2645743, 'head_vector_z':0.9279156
'global_time':7.162276, 'head_vector_x':-0.2453408, 'head_vector_y':0.2641361, 'head_vector_z':0.9327593
'global_time':7.173361, 'head_vector_x':-0.2283325, 'head_vector_y':0.2642436, 'head_vector_z':0.9370377
'global_time':7.187243, 'head_vector_x':-0.2112196, 'head_vector_y':0.2647236, 'head_vector_z':0.9409079
'global_time':7.197495, 'head_vector_x':-0.1945494, 'head_vector_y':0.2648716, 'head_vector_z':0.9444541
'global_time':7.209877, 'head_vector_x':-0.178165, 'head_vector_y':0.2651622, 'head_vector_z':0.9476002
'global_time':7.220028, 'head_vector_x':-0.1627208, 'head_vector_y':0.2652257, 'head_vector_z':0.9503564
'global_time':7.231094, 'head_vector_x':-0.1477469, 'head_vector_y':0.2654717, 'head_vector_z':0.9527307
'global_time':7.241907, 'head_vector_x':-0.1341818, 'head_vector_y':0.265631, 'head_vector_z':0.9546912
'global_time':7.252653, 'head_vector_x':-0.121694, 'head_vector_y':0.266096, 'head_vector_z':0.956234
'global_time':7.262244, 'head_vector_x':-0.1102268, 'head_vector_y':0.2666974, 'head_vector_z':0.9574563
'global_time':7.273301, 'head_vector_x':-0.1001895, 'head_vector_y':0.2674765, 'head_vector_z':0.9583415
'global_time':7.285882, 'head_vector_x':-0.09143385, 'head_vector_y':0.2681948, 'head_vector_z':0.9590158
'global_time':7.296268, 'head_vector_x':-0.08469878, 'head_vector_y':0.2688431, 'head_vector_z':0.9594527
'global_time':7.308282, 'head_vector_x':-0.07870662, 'head_vector_y':0.2691292, 'head_vector_z':0.9598827
'global_time':7.319031, 'head_vector_x':-0.07464688, 'head_vector_y':0.2691092, 'head_vector_z':0.9602125
'global_time':7.329784, 'head_vector_x':-0.0720276, 'head_vector_y':0.2690328, 'head_vector_z':0.960434
'global_time':7.339851, 'head_vector_x':-0.07252608, 'head_vector_y':0.2684125, 'head_vector_z':0.96057
'global_time':7.351012, 'head_vector_x':-0.07296643, 'head_vector_y':0.2684594, 'head_vector_z':0.9605235
'global_time':7.361932, 'head_vector_x':-0.07609352, 'head_vector_y':0.2684882, 'head_vector_z':0.9602728
'global_time':7.373214, 'head_vector_x':-0.08031191, 'head_vector_y':0.2687979, 'head_vector_z':0.9598425
'global_time':7.384227, 'head_vector_x':-0.08586119, 'head_vector_y':0.2693727, 'head_vector_z':0.9592008
'global_time':7.395297, 'head_vector_x':-0.09272402, 'head_vector_y':0.269965, 'head_vector_z':0.9583951
'global_time':7.406445, 'head_vector_x':-0.1004962, 'head_vector_y':0.2705495, 'head_vector_z':0.9574463
'global_time':7.417395, 'head_vector_x':-0.1107689, 'head_vector_y':0.2709447, 'head_vector_z':0.9562004
'global_time':7.428643, 'head_vector_x':-0.1201514, 'head_vector_y':0.2714462, 'head_vector_z':0.9549244
'global_time':7.442453, 'head_vector_x':-0.1313823, 'head_vector_y':0.2726122, 'head_vector_z':0.9531114
'global_time':7.453598, 'head_vector_x':-0.1422167, 'head_vector_y':0.2742323, 'head_vector_z':0.9510894
'global_time':7.463458, 'head_vector_x':-0.152798, 'head_vector_y':0.2762647, 'head_vector_z':0.9488575
'global_time':7.475915, 'head_vector_x':-0.1634613, 'head_vector_y':0.2781938, 'head_vector_z':0.946514
'global_time':7.487356, 'head_vector_x':-0.1742202, 'head_vector_y':0.2796937, 'head_vector_z':0.9441498
'global_time':7.496907, 'head_vector_x':-0.1846183, 'head_vector_y':0.2809041, 'head_vector_z':0.9418115
'global_time':7.508594, 'head_vector_x':-0.1942173, 'head_vector_y':0.2821318, 'head_vector_z':0.9395112
'global_time':7.519081, 'head_vector_x':-0.2032864, 'head_vector_y':0.283166, 'head_vector_z':0.9372789
'global_time':7.530151, 'head_vector_x':-0.2114805, 'head_vector_y':0.2841847, 'head_vector_z':0.9351551
'global_time':7.541238, 'head_vector_x':-0.2194675, 'head_vector_y':0.2854475, 'head_vector_z':0.9329275
'global_time':7.552828, 'head_vector_x':-0.2264467, 'head_vector_y':0.2866679, 'head_vector_z':0.9308831
'global_time':7.563933, 'head_vector_x':-0.2328521, 'head_vector_y':0.2880136, 'head_vector_z':0.9288854
'global_time':7.575254, 'head_vector_x':-0.2387702, 'head_vector_y':0.289447, 'head_vector_z':0.9269354
'global_time':7.587325, 'head_vector_x':-0.2444921, 'head_vector_y':0.2910239, 'head_vector_z':0.9249479
'global_time':7.59882, 'head_vector_x':-0.2500912, 'head_vector_y':0.2924167, 'head_vector_z':0.9230097
'global_time':7.60987, 'head_vector_x':-0.2554759, 'head_vector_y':0.2939242, 'head_vector_z':0.9210541
'global_time':7.620042, 'head_vector_x':-0.260554, 'head_vector_y':0.2959798, 'head_vector_z':0.9189709
'global_time':7.632769, 'head_vector_x':-0.2661715, 'head_vector_y':0.2979703, 'head_vector_z':0.916715
'global_time':7.644969, 'head_vector_x':-0.2716516, 'head_vector_y':0.3004195, 'head_vector_z':0.914305
'global_time':7.657096, 'head_vector_x':-0.2773988, 'head_vector_y':0.3025517, 'head_vector_z':0.911873
'global_time':7.668291, 'head_vector_x':-0.283288, 'head_vector_y':0.3044714, 'head_vector_z':0.9094202
'global_time':7.679036, 'head_vector_x':-0.2896701, 'head_vector_y':0.3061958, 'head_vector_z':0.9068271
'global_time':7.691509, 'head_vector_x':-0.2967043, 'head_vector_y':0.3077815, 'head_vector_z':0.9040117
'global_time':7.700289, 'head_vector_x':-0.3040708, 'head_vector_y':0.3094879, 'head_vector_z':0.9009762
'global_time':7.712017, 'head_vector_x':-0.3125181, 'head_vector_y':0.3112335, 'head_vector_z':0.8974777
'global_time':7.722486, 'head_vector_x':-0.3217762, 'head_vector_y':0.3134293, 'head_vector_z':0.8934329
'global_time':7.735188, 'head_vector_x':-0.331877, 'head_vector_y':0.3148122, 'head_vector_z':0.8892418
'global_time':7.746097, 'head_vector_x':-0.3423002, 'head_vector_y':0.3160088, 'head_vector_z':0.8848553
'global_time':7.758628, 'head_vector_x':-0.3528831, 'head_vector_y':0.3169211, 'head_vector_z':0.8803604
'global_time':7.769382, 'head_vector_x':-0.36352, 'head_vector_y':0.3181381, 'head_vector_z':0.8755806
'global_time':7.781107, 'head_vector_x':-0.3748061, 'head_vector_y':0.3192318, 'head_vector_z':0.8704088
'global_time':7.792483, 'head_vector_x':-0.3858736, 'head_vector_y':0.3203403, 'head_vector_z':0.8651495
'global_time':7.803429, 'head_vector_x':-0.3969844, 'head_vector_y':0.321434, 'head_vector_z':0.8596997
'global_time':7.815388, 'head_vector_x':-0.4080855, 'head_vector_y':0.3221723, 'head_vector_z':0.8542079
'global_time':7.826933, 'head_vector_x':-0.4298235, 'head_vector_y':0.3228866, 'head_vector_z':0.8432058
'global_time':7.837727, 'head_vector_x':-0.440208, 'head_vector_y':0.323231, 'head_vector_z':0.8376985
'global_time':7.849762, 'head_vector_x':-0.4506212, 'head_vector_y':0.323301, 'head_vector_z':0.832116
'global_time':7.860019, 'head_vector_x':-0.4605256, 'head_vector_y':0.3236322, 'head_vector_z':0.8265461
'global_time':7.871015, 'head_vector_x':-0.4702152, 'head_vector_y':0.3240024, 'head_vector_z':0.8209264
'global_time':7.882462, 'head_vector_x':-0.479685, 'head_vector_y':0.3241982, 'head_vector_z':0.8153514
'global_time':7.894275, 'head_vector_x':-0.4884626, 'head_vector_y':0.3242169, 'head_vector_z':0.8101159
'global_time':7.904498, 'head_vector_x':-0.4970609, 'head_vector_y':0.324138, 'head_vector_z':0.8049006
'global_time':7.915874, 'head_vector_x':-0.5050349, 'head_vector_y':0.3238687, 'head_vector_z':0.8000306
'global_time':7.92759, 'head_vector_x':-0.5128008, 'head_vector_y':0.3231825, 'head_vector_z':0.7953542
'global_time':7.937474, 'head_vector_x':-0.5199828, 'head_vector_y':0.3223673, 'head_vector_z':0.7910103
'global_time':7.948955, 'head_vector_x':-0.5269557, 'head_vector_y':0.3212427, 'head_vector_z':0.7868423
'global_time':7.959904, 'head_vector_x':-0.5334915, 'head_vector_y':0.3198452, 'head_vector_z':0.782998
'global_time':7.970836, 'head_vector_x':-0.5395302, 'head_vector_y':0.31881, 'head_vector_z':0.7792736
'global_time':7.982266, 'head_vector_x':-0.5449802, 'head_vector_y':0.3179251, 'head_vector_z':0.7758352
'global_time':7.994673, 'head_vector_x':-0.5497107, 'head_vector_y':0.3170679, 'head_vector_z':0.7728429
'global_time':8.004344, 'head_vector_x':-0.5535254, 'head_vector_y':0.3162997, 'head_vector_z':0.7704311
'global_time':8.016768, 'head_vector_x':-0.5564341, 'head_vector_y':0.315379, 'head_vector_z':0.7687113
'global_time':8.028472, 'head_vector_x':-0.5578831, 'head_vector_y':0.3144284, 'head_vector_z':0.7680503
'global_time':8.040047, 'head_vector_x':-0.5575416, 'head_vector_y':0.3133484, 'head_vector_z':0.7687393
'global_time':8.050275, 'head_vector_x':-0.5547318, 'head_vector_y':0.3123851, 'head_vector_z':0.7711602
'global_time':8.061859, 'head_vector_x':-0.54993, 'head_vector_y':0.3111801, 'head_vector_z':0.7750767
'global_time':8.073545, 'head_vector_x':-0.5418151, 'head_vector_y':0.3097383, 'head_vector_z':0.7813441
'global_time':8.084846, 'head_vector_x':-0.5333735, 'head_vector_y':0.3087246, 'head_vector_z':0.7875289
'global_time':8.096551, 'head_vector_x':-0.5222952, 'head_vector_y':0.3078375, 'head_vector_z':0.7952634
'global_time':8.107062, 'head_vector_x':-0.5111985, 'head_vector_y':0.3072806, 'head_vector_z':0.8026549
'global_time':8.117408, 'head_vector_x':-0.499143, 'head_vector_y':0.3071852, 'head_vector_z':0.8102429
'global_time':8.129148, 'head_vector_x':-0.4865392, 'head_vector_y':0.3071943, 'head_vector_z':0.81787
'global_time':8.139763, 'head_vector_x':-0.4733586, 'head_vector_y':0.3076209, 'head_vector_z':0.8254096
'global_time':8.149918, 'head_vector_x':-0.4592815, 'head_vector_y':0.3078893, 'head_vector_z':0.8332254
'global_time':8.16092, 'head_vector_x':-0.4451577, 'head_vector_y':0.3082399, 'head_vector_z':0.8407276
'global_time':8.171665, 'head_vector_x':-0.4300297, 'head_vector_y':0.3090683, 'head_vector_z':0.8482636
'global_time':8.183339, 'head_vector_x':-0.4156874, 'head_vector_y':0.309667, 'head_vector_z':0.8551668
'global_time':8.194335, 'head_vector_x':-0.4010255, 'head_vector_y':0.3108525, 'head_vector_z':0.861713
'global_time':8.204073, 'head_vector_x':-0.3865458, 'head_vector_y':0.3120284, 'head_vector_z':0.8678828
'global_time':8.215442, 'head_vector_x':-0.3719403, 'head_vector_y':0.3135156, 'head_vector_z':0.8737096
'global_time':8.226281, 'head_vector_x':-0.3572578, 'head_vector_y':0.315447, 'head_vector_z':0.8791246
'global_time':8.23751, 'head_vector_x':-0.3426748, 'head_vector_y':0.3175143, 'head_vector_z':0.8841712
'global_time':8.248911, 'head_vector_x':-0.3283071, 'head_vector_y':0.3195417, 'head_vector_z':0.88888
'global_time':8.259871, 'head_vector_x':-0.3146369, 'head_vector_y':0.3219857, 'head_vector_z':0.8929327
'global_time':8.270837, 'head_vector_x':-0.3010181, 'head_vector_y':0.32411, 'head_vector_z':0.8968505
'global_time':8.281994, 'head_vector_x':-0.2878163, 'head_vector_y':0.3260147, 'head_vector_z':0.9004866
'global_time':8.293853, 'head_vector_x':-0.2752594, 'head_vector_y':0.3277797, 'head_vector_z':0.9037659
'global_time':8.304928, 'head_vector_x':-0.2628687, 'head_vector_y':0.329693, 'head_vector_z':0.9067538
'global_time':8.316726, 'head_vector_x':-0.2508613, 'head_vector_y':0.3315862, 'head_vector_z':0.909461
'global_time':8.327474, 'head_vector_x':-0.2393368, 'head_vector_y':0.3334132, 'head_vector_z':0.9118956
'global_time':8.338977, 'head_vector_x':-0.2279959, 'head_vector_y':0.3354231, 'head_vector_z':0.914062
'global_time':8.351292, 'head_vector_x':-0.2171576, 'head_vector_y':0.3373865, 'head_vector_z':0.9159765
'global_time':8.362067, 'head_vector_x':-0.2070266, 'head_vector_y':0.3391309, 'head_vector_z':0.9176766
'global_time':8.37373, 'head_vector_x':-0.1973107, 'head_vector_y':0.3406866, 'head_vector_z':0.9192395
'global_time':8.385274, 'head_vector_x':-0.1878851, 'head_vector_y':0.3420711, 'head_vector_z':0.9206989
'global_time':8.396427, 'head_vector_x':-0.179099, 'head_vector_y':0.3429623, 'head_vector_z':0.9221174
'global_time':8.408026, 'head_vector_x':-0.1707024, 'head_vector_y':0.3434941, 'head_vector_z':0.923511
'global_time':8.419233, 'head_vector_x':-0.163371, 'head_vector_y':0.3439167, 'head_vector_z':0.924679
'global_time':8.430429, 'head_vector_x':-0.1561911, 'head_vector_y':0.3442724, 'head_vector_z':0.9257866
'global_time':8.441386, 'head_vector_x':-0.1496538, 'head_vector_y':0.3445151, 'head_vector_z':0.9267756
'global_time':8.452909, 'head_vector_x':-0.1435867, 'head_vector_y':0.3448796, 'head_vector_z':0.9275995
'global_time':8.463616, 'head_vector_x':-0.137695, 'head_vector_y':0.3449173, 'head_vector_z':0.9284784
'global_time':8.4786, 'head_vector_x':-0.1321029, 'head_vector_y':0.3447817, 'head_vector_z':0.9293408
'global_time':8.490025, 'head_vector_x':-0.1266509, 'head_vector_y':0.344802, 'head_vector_z':0.930092
'global_time':8.501282, 'head_vector_x':-0.1212303, 'head_vector_y':0.344726, 'head_vector_z':0.9308422
'global_time':8.5112, 'head_vector_x':-0.1158312, 'head_vector_y':0.3446636, 'head_vector_z':0.9315525
'global_time':8.524234, 'head_vector_x':-0.1107088, 'head_vector_y':0.3448522, 'head_vector_z':0.9321054
'global_time':8.534855, 'head_vector_x':-0.1058011, 'head_vector_y':0.3447859, 'head_vector_z':0.9326997
'global_time':8.545607, 'head_vector_x':-0.101433, 'head_vector_y':0.3445992, 'head_vector_z':0.9332539
'global_time':8.55791, 'head_vector_x':-0.09736224, 'head_vector_y':0.344395, 'head_vector_z':0.9337627
'global_time':8.568414, 'head_vector_x':-0.09382701, 'head_vector_y':0.343949, 'head_vector_z':0.9342889
'global_time':8.579978, 'head_vector_x':-0.09106236, 'head_vector_y':0.3432084, 'head_vector_z':0.9348345
'global_time':8.590289, 'head_vector_x':-0.0891121, 'head_vector_y':0.3423944, 'head_vector_z':0.9353209
'global_time':8.6031, 'head_vector_x':-0.08833472, 'head_vector_y':0.3415739, 'head_vector_z':0.9356945
'global_time':8.613437, 'head_vector_x':-0.08809082, 'head_vector_y':0.3409002, 'head_vector_z':0.9359632
'global_time':8.624257, 'head_vector_x':-0.0892507, 'head_vector_y':0.3399818, 'head_vector_z':0.9361873
'global_time':8.635067, 'head_vector_x':-0.09196291, 'head_vector_y':0.339197, 'head_vector_z':0.9362095
'global_time':8.645178, 'head_vector_x':-0.0945183, 'head_vector_y':0.3378852, 'head_vector_z':0.9364293
'global_time':8.654613, 'head_vector_x':-0.09874268, 'head_vector_y':0.3364846, 'head_vector_z':0.9364977
'global_time':8.666131, 'head_vector_x':-0.1044048, 'head_vector_y':0.334812, 'head_vector_z':0.9364831
'global_time':8.677875, 'head_vector_x':-0.1098405, 'head_vector_y':0.3333631, 'head_vector_z':0.9363782
'global_time':8.68775, 'head_vector_x':-0.1179946, 'head_vector_y':0.3317859, 'head_vector_z':0.9359463
'global_time':8.699514, 'head_vector_x':-0.1259385, 'head_vector_y':0.3303129, 'head_vector_z':0.935432
'global_time':8.709943, 'head_vector_x':-0.1352875, 'head_vector_y':0.3290482, 'head_vector_z':0.9345719
'global_time':8.720467, 'head_vector_x':-0.1459391, 'head_vector_y':0.3277667, 'head_vector_z':0.9334189
'global_time':8.731808, 'head_vector_x':-0.1558827, 'head_vector_y':0.3266644, 'head_vector_z':0.9321969
'global_time':8.742134, 'head_vector_x':-0.1668782, 'head_vector_y':0.3254412, 'head_vector_z':0.93072
'global_time':8.752159, 'head_vector_x':-0.1786516, 'head_vector_y':0.324392, 'head_vector_z':0.928899
'global_time':8.762902, 'head_vector_x':-0.1910487, 'head_vector_y':0.323622, 'head_vector_z':0.926698
'global_time':8.773984, 'head_vector_x':-0.2040152, 'head_vector_y':0.3228813, 'head_vector_z':0.9241891
'global_time':8.78389, 'head_vector_x':-0.2170719, 'head_vector_y':0.3220679, 'head_vector_z':0.9214945
'global_time':8.795196, 'head_vector_x':-0.2299139, 'head_vector_y':0.3215076, 'head_vector_z':0.9185709
'global_time':8.805021, 'head_vector_x':-0.2428457, 'head_vector_y':0.3206657, 'head_vector_z':0.9155324
'global_time':8.815956, 'head_vector_x':-0.2558039, 'head_vector_y':0.3197605, 'head_vector_z':0.9123144
'global_time':8.826861, 'head_vector_x':-0.2691434, 'head_vector_y':0.3186957, 'head_vector_z':0.9088426
'global_time':8.837105, 'head_vector_x':-0.2822654, 'head_vector_y':0.3177116, 'head_vector_z':0.9051992
'global_time':8.848488, 'head_vector_x':-0.2959132, 'head_vector_y':0.3168609, 'head_vector_z':0.9011296
'global_time':8.859694, 'head_vector_x':-0.3091999, 'head_vector_y':0.3157533, 'head_vector_z':0.8970481
'global_time':8.872069, 'head_vector_x':-0.3232553, 'head_vector_y':0.3146341, 'head_vector_z':0.8924749
'global_time':8.88378, 'head_vector_x':-0.337416, 'head_vector_y':0.3134131, 'head_vector_z':0.8876501
'global_time':8.89416, 'head_vector_x':-0.3521917, 'head_vector_y':0.311956, 'head_vector_z':0.8824084
'global_time':8.904897, 'head_vector_x':-0.3671829, 'head_vector_y':0.310594, 'head_vector_z':0.87676
'global_time':8.916275, 'head_vector_x':-0.3822802, 'head_vector_y':0.3087603, 'head_vector_z':0.8709357
'global_time':8.927976, 'head_vector_x':-0.3975009, 'head_vector_y':0.3070947, 'head_vector_z':0.8646883
'global_time':8.937767, 'head_vector_x':-0.4127534, 'head_vector_y':0.305582, 'head_vector_z':0.8580526
'global_time':8.950011, 'head_vector_x':-0.4276077, 'head_vector_y':0.304214, 'head_vector_z':0.8512377
'global_time':8.963232, 'head_vector_x':-0.4425144, 'head_vector_y':0.302809, 'head_vector_z':0.8440899
'global_time':8.973701, 'head_vector_x':-0.4570883, 'head_vector_y':0.3017349, 'head_vector_z':0.8366758
'global_time':8.984298, 'head_vector_x':-0.4715665, 'head_vector_y':0.3007144, 'head_vector_z':0.8289728
'global_time':8.994242, 'head_vector_x':-0.48598, 'head_vector_y':0.2996786, 'head_vector_z':0.8209849
'global_time':9.003908, 'head_vector_x':-0.5001343, 'head_vector_y':0.2984866, 'head_vector_z':0.8128785
'global_time':9.01617, 'head_vector_x':-0.5140723, 'head_vector_y':0.2973426, 'head_vector_z':0.8045601
'global_time':9.027875, 'head_vector_x':-0.5277835, 'head_vector_y':0.2958418, 'head_vector_z':0.7961923
'global_time':9.039439, 'head_vector_x':-0.5411118, 'head_vector_y':0.2949291, 'head_vector_z':0.7875372
'global_time':9.050148, 'head_vector_x':-0.5542428, 'head_vector_y':0.2944193, 'head_vector_z':0.7785449
'global_time':9.060298, 'head_vector_x':-0.5673433, 'head_vector_y':0.2940266, 'head_vector_z':0.7692008
'global_time':9.071423, 'head_vector_x':-0.5801819, 'head_vector_y':0.2931818, 'head_vector_z':0.7598903
'global_time':9.082859, 'head_vector_x':-0.592795, 'head_vector_y':0.2921982, 'head_vector_z':0.7504761
'global_time':9.094049, 'head_vector_x':-0.6051012, 'head_vector_y':0.2907366, 'head_vector_z':0.7411644
'global_time':9.105362, 'head_vector_x':-0.6170368, 'head_vector_y':0.2891739, 'head_vector_z':0.7318771
'global_time':9.116875, 'head_vector_x':-0.6286663, 'head_vector_y':0.2880791, 'head_vector_z':0.7223498
'global_time':9.128106, 'head_vector_x':-0.6395712, 'head_vector_y':0.2870782, 'head_vector_z':0.7131162
'global_time':9.139558, 'head_vector_x':-0.6499091, 'head_vector_y':0.286457, 'head_vector_z':0.7039606
'global_time':9.153664, 'head_vector_x':-0.659669, 'head_vector_y':0.2857983, 'head_vector_z':0.6950943
